X,Y,U,V,absV,
Rectangular zone
-0.269948,0.423311,-0.0598411,-0.000491054,0.0625314,
-0.201059,0.423311,-0.323781,-0.207918,0.390092,
-0.132169,0.423311,-0.0103841,0.00778399,0.0195012,
-0.06328,0.423311,-0.0163066,0.0199852,0.0257936,
0.00560927,0.423311,0.00357308,0.0240636,0.0243275,
0.0744986,0.423311,0.00942541,0.0669962,0.0676559,
0.143388,0.423311,0.133665,0.0632365,0.152513,
0.212277,0.423311,0.212974,0.253493,0.345811,
0.281167,0.423311,0.26927,0.248543,0.369475,
0.350056,0.423311,0.222606,0.733136,0.833206,
0.418945,0.423311,0.751868,1.20412,1.75115,
0.487834,0.423311,0.449444,-0.268997,0.589316,
0.556724,0.423311,0.406391,-0.691854,0.802458,
0.625613,0.423311,0.877641,-1.89351,2.08707,
0.694502,0.423311,-0.338263,-2.68217,2.71906,
0.763392,0.423311,-0.391699,-1.73562,1.79686,
0.832281,0.423311,-0.715942,-2.76073,2.86681,
0.90117,0.423311,-0.754135,-2.53128,2.65174,
0.97006,0.423311,-0.854614,-1.93514,2.1196,
1.03895,0.423311,-0.663601,-1.06812,1.30193,
1.10784,0.423311,-0.544669,-0.988483,1.13098,
1.17673,0.423311,-1.04459,-1.38707,1.73642,
1.24562,0.423311,-0.509766,-0.452347,0.717645,
1.31451,0.423311,-0.768717,-0.834464,1.13991,
1.3834,0.423311,-0.324897,-0.520463,0.616368,
1.45228,0.423311,-0.482287,-0.679436,0.835898,
1.52117,0.423311,-0.706492,-0.54831,0.898688,
1.59006,0.423311,-0.209301,-0.186502,0.287119,
-1.78551,0.465642,0.0188742,-0.0770329,0.0849583,
-1.71662,0.465642,0.0662856,0.020814,0.128531,
-1.64773,0.465642,0.257441,-0.157357,0.403431,
-1.57884,0.465642,0.0369543,-0.116304,0.16236,
-1.50996,0.465642,0.572594,0.342361,0.719995,
-1.44107,0.465642,0.106817,-0.29293,0.327643,
-1.37218,0.465642,0.983494,-1.098,1.48097,
-1.30329,0.465642,0.834414,-0.353803,0.9087,
-1.2344,0.465642,0.747823,-1.11743,1.40046,
-1.16551,0.465642,-0.23739,0.0775797,0.61233,
-1.09662,0.465642,0.961465,-1.73807,1.9869,
-1.02773,0.465642,2.96405,-3.62699,4.72303,
-0.958841,0.465642,0.682467,-2.00137,2.12536,
-0.889952,0.465642,0.760014,-2.90639,3.0139,
-0.821062,0.465642,0.651125,-2.68881,2.76745,
-0.752173,0.465642,0.0484743,-2.88379,2.8928,
-0.683284,0.465642,0.220784,-2.26644,2.28672,
-0.614395,0.465642,0.0626449,-1.00299,1.04126,
-0.545505,0.465642,-0.219585,-0.811623,1.14575,
-0.476616,0.465642,-0.321357,-0.212016,1.03321,
-0.407727,0.465642,-0.606018,0.978392,1.61051,
-0.338837,0.465642,-2.87029,-0.318689,2.89266,
-0.269948,0.465642,-0.868187,0.232639,0.949097,
-0.201059,0.465642,-0.875004,-0.614975,1.07068,
-0.132169,0.465642,-0.0362875,0.0701276,0.0807004,
-0.06328,0.465642,-0.0476608,0.217444,0.237586,
0.00560927,0.465642,0.038085,0.210405,0.214308,
0.0744986,0.465642,0.323802,1.31799,1.36235,
0.143388,0.465642,0.582155,0.244464,0.638842,
0.212277,0.465642,1.09681,1.38388,1.84036,
0.281167,0.465642,0.65009,0.704626,0.984734,
0.350056,0.465642,0.119808,1.98116,2.00723,
0.418945,0.465642,0.763036,1.40551,1.76676,
0.487834,0.465642,0.950963,0.337363,1.45398,
0.556724,0.465642,0.78387,-0.628227,1.22885,
0.625613,0.465642,0.826893,-1.43772,1.68926,
0.694502,0.465642,0.294102,-1.25962,1.30416,
0.763392,0.465642,0.206117,-2.4113,2.42159,
0.832281,0.465642,0.00419098,-2.58596,2.59527,
0.90117,0.465642,-0.12918,-1.54583,1.57922,
0.97006,0.465642,-0.402962,-1.76551,1.8124,
1.03895,0.465642,-0.343385,-0.953602,1.02914,
1.10784,0.465642,-0.552249,-1.41916,1.52377,
1.17673,0.465642,-0.215172,-0.526612,0.573604,
1.24562,0.465642,-0.504599,-1.14393,1.25913,
1.31451,0.465642,-0.868542,-1.13415,1.43613,
1.3834,0.465642,-0.51046,-0.817922,0.964782,
1.45228,0.465642,-0.299919,-0.488595,0.575897,
1.52117,0.465642,-0.410712,-0.317663,0.592388,
1.59006,0.465642,-0.441925,-0.640433,0.780526,
-1.78551,0.507973,0.45868,-0.315964,0.579371,
-1.71662,0.507973,0.0783772,-0.0349456,0.204527,
-1.64773,0.507973,0.137617,-0.16809,0.221304,
-1.57884,0.507973,0.31804,-0.338356,0.496067,
-1.50996,0.507973,0.113961,-0.3439,0.387719,
-1.44107,0.507973,0.0962989,-0.280164,0.310673,
-1.37218,0.507973,0.842052,-1.26776,1.52552,
-1.30329,0.507973,0.755407,-1.1916,1.41732,
-1.2344,0.507973,0.885248,-1.37138,1.63631,
-1.16551,0.507973,1.06602,-1.85517,2.16663,
-1.09662,0.507973,0.846524,-2.16403,2.33434,
-1.02773,0.507973,1.04056,-3.39979,3.55939,
-0.958841,0.507973,0.56553,-1.66918,1.76784,
-0.889952,0.507973,0.356929,-3.3818,3.40528,
-0.821062,0.507973,0.151143,-1.00069,1.01361,
-0.752173,0.507973,0.0105913,-1.11166,1.11954,
-0.683284,0.507973,-0.398571,-1.82254,1.91113,
-0.614395,0.507973,-0.895706,-1.03237,1.37415,
-0.545505,0.507973,-0.834742,-0.478487,0.962518,
-0.476616,0.507973,-1.15606,-0.329818,1.36311,
-0.407727,0.507973,-1.37888,0.20358,1.42823,
-0.338837,0.507973,-1.40072,0.772014,1.97809,
-0.269948,0.507973,-1.60526,0.956892,1.87806,
-0.201059,0.507973,-0.764086,0.34104,0.922572,
-0.132169,0.507973,-0.90401,1.05768,1.40163,
-0.06328,0.507973,-0.218288,1.82578,1.86674,
0.00560927,0.507973,0.0264468,0.168817,0.171862,
0.0744986,0.507973,0.622255,1.49334,1.62552,
0.143388,0.507973,0.454911,0.358328,0.583212,
0.212277,0.507973,1.43674,2.04381,2.68804,
0.281167,0.507973,1.0636,0.670189,1.26351,
0.350056,0.507973,1.26777,4.21531,4.40915,
0.418945,0.507973,0.269509,-0.267663,0.390491,
0.487834,0.507973,2.07995,2.04018,3.06419,
0.556724,0.507973,1.14802,-0.500069,1.47703,
0.625613,0.507973,0.910988,-0.787431,1.22665,
0.694502,0.507973,0.581864,-1.80437,1.92872,
0.763392,0.507973,0.373918,-0.630265,0.73769,
0.832281,0.507973,0.245183,-1.97552,1.99164,
0.90117,0.507973,0.0581345,-1.34011,1.34788,
0.97006,0.507973,-0.374391,-2.26395,2.29854,
1.03895,0.507973,-0.319499,-1.43753,1.481,
1.10784,0.507973,-0.399711,-1.36267,1.4726,
1.17673,0.507973,0.0289435,-0.332503,0.335825,
1.24562,0.507973,-0.30386,-0.770523,0.84527,
1.31451,0.507973,-0.381911,-0.623674,0.810586,
1.3834,0.507973,-0.339443,-0.593995,0.713704,
1.45228,0.507973,-0.395962,-0.473691,0.61782,
1.52117,0.507973,-0.323897,0.322096,0.478408,
1.59006,0.507973,-0.398274,-0.588526,0.718886,
-1.78551,0.550304,0.0231863,-0.531195,0.575995,
-1.71662,0.550304,0.143728,-0.293679,0.451096,
-1.64773,0.550304,0.369332,-0.42088,0.707423,
-1.57884,0.550304,0.382501,-0.508056,0.640818,
-1.50996,0.550304,0.0532453,-0.0736372,0.150919,
-1.44107,0.550304,0.352391,-0.655643,0.772596,
-1.37218,0.550304,-0.220596,-0.12345,0.28816,
-1.30329,0.550304,0.723725,-1.51937,1.68401,
-1.2344,0.550304,0.757115,-1.69236,1.85753,
-1.16551,0.550304,0.166039,-0.576291,0.626412,
-1.09662,0.550304,-0.00507527,-2.53415,2.536,
-1.02773,0.550304,0.527934,-2.13056,2.20699,
-0.958841,0.550304,0.395605,-2.59426,2.63916,
-0.889952,0.550304,0.333012,-2.6355,2.65945,
-0.821062,0.550304,-0.392528,-2.24019,2.30137,
-0.752173,0.550304,-0.945964,-3.13917,3.27991,
-0.683284,0.550304,-0.779302,-1.62228,1.81503,
-0.614395,0.550304,-0.642942,-0.646466,0.936223,
-0.545505,0.550304,-1.15844,-0.388628,1.24029,
-0.476616,0.550304,-1.12165,1.64896,2.08352,
-0.407727,0.550304,-1.15365,1.58327,2.1534,
-0.338837,0.550304,-1.11336,2.3922,2.9122,
-0.269948,0.550304,-2.01049,1.22358,2.61285,
-0.201059,0.550304,-1.42017,1.95764,2.42642,
-0.132169,0.550304,-0.92546,2.48888,2.70967,
-0.06328,0.550304,-0.339605,3.20607,3.2383,
0.00560927,0.550304,0.239727,2.04255,2.08337,
0.0744986,0.550304,0.679006,1.97065,2.08646,
0.143388,0.550304,1.24189,0.916031,1.54331,
0.212277,0.550304,1.11219,3.14507,3.36588,
0.281167,0.550304,1.31455,3.5043,3.83625,
0.350056,0.550304,1.43499,2.58536,2.99079,
0.418945,0.550304,1.02417,0.55071,1.16735,
0.487834,0.550304,2.07195,0.772018,2.37025,
0.556724,0.550304,1.1251,-0.593452,1.27373,
0.625613,0.550304,1.53643,-1.41545,2.08914,
0.694502,0.550304,1.10994,-2.25579,2.51528,
0.763392,0.550304,-0.190389,-0.905928,0.982723,
0.832281,0.550304,0.312179,-1.80884,1.83927,
0.90117,0.550304,0.0967595,-2.45363,2.45607,
0.97006,0.550304,-0.0776487,-2.19672,2.19812,
1.03895,0.550304,-0.101071,-0.755302,0.806498,
1.10784,0.550304,-0.404012,0.177089,0.459921,
1.17673,0.550304,0.0148928,-0.318191,0.365689,
1.24562,0.550304,-0.109077,-0.463894,0.57706,
1.31451,0.550304,-0.532552,-0.77688,0.9443,
1.3834,0.550304,-0.136632,-0.836637,0.857482,
1.45228,0.550304,-0.547823,-0.46458,0.723248,
1.52117,0.550304,-0.339905,-0.49358,0.607931,
1.59006,0.550304,-0.0628473,-0.32498,0.415763,
-1.78551,0.592635,0.00379584,0.0842829,0.0930084,
-1.71662,0.592635,0.365281,-0.436446,0.583114,
-1.64773,0.592635,0.60453,-0.871684,1.0633,
-1.57884,0.592635,-0.12982,-0.270396,0.304037,
-1.50996,0.592635,0.184205,-0.417297,0.510451,
-1.44107,0.592635,1.52786,-1.02786,1.86017,
-1.37218,0.592635,0.333507,-0.767142,0.840341,
-1.30329,0.592635,0.463034,-1.4589,1.53092,
-1.2344,0.592635,0.0111972,-0.604143,0.608215,
-1.16551,0.592635,0.0430961,-0.340333,0.3433,
-1.09662,0.592635,0.427002,-1.94658,1.99327,
-1.02773,0.592635,0.379713,-2.78358,2.82445,
-0.958841,0.592635,0.147836,-1.14184,1.15188,
-0.889952,0.592635,-0.518231,-3.0683,3.11925,
-0.821062,0.592635,-0.88531,-2.70787,2.85341,
-0.752173,0.592635,-0.449848,-0.984411,1.08725,
-0.683284,0.592635,-0.574233,-0.789196,0.976144,
-0.614395,0.592635,-2.08647,-0.0471501,2.08917,
-0.545505,0.592635,-1.41354,-0.133648,1.46789,
-0.476616,0.592635,-1.33102,0.398471,1.45526,
-0.407727,0.592635,-1.72397,0.541104,1.81165,
-0.338837,0.592635,-1.73612,1.67932,2.5262,
-0.269948,0.592635,-1.06262,1.15729,1.82339,
-0.201059,0.592635,-1.18875,1.81584,2.21635,
-0.132169,0.592635,-0.690514,1.54718,2.28075,
-0.06328,0.592635,-1.10573,3.15607,3.34592,
0.00560927,0.592635,0.161419,2.48675,2.49437,
0.0744986,0.592635,0.149302,1.82047,1.82953,
0.143388,0.592635,1.44692,5.43491,5.64773,
0.212277,0.592635,0.711534,1.06081,1.31016,
0.281167,0.592635,0.611497,0.735114,0.960181,
0.350056,0.592635,1.58891,1.4577,2.21553,
0.418945,0.592635,1.07174,0.880484,1.40812,
0.487834,0.592635,2.03027,0.659372,2.14994,
0.556724,0.592635,1.76407,-0.167501,1.77909,
0.625613,0.592635,1.68167,-0.633328,1.81649,
0.694502,0.592635,0.371931,-0.504524,0.626842,
0.763392,0.592635,0.646977,-0.946217,1.16417,
0.832281,0.592635,0.510352,-1.40981,1.51868,
0.90117,0.592635,0.318538,-1.59842,1.63278,
0.97006,0.592635,-0.0143,-1.40665,1.40699,
1.03895,0.592635,0.110777,-1.47889,1.48921,
1.10784,0.592635,-0.288702,-1.20323,1.2732,
1.17673,0.592635,-0.261396,-0.569171,0.640448,
1.24562,0.592635,-0.183807,-0.437361,0.48258,
1.31451,0.592635,-0.193486,-0.534054,0.761102,
1.3834,0.592635,-0.166591,-0.498167,0.537652,
1.45228,0.592635,-0.25509,-0.673884,0.721086,
1.52117,0.592635,-0.386234,-0.596863,0.723231,
1.59006,0.592635,0.00873284,-0.334529,0.505511,
-1.78551,0.634966,0.387078,-0.301263,0.496061,
-1.71662,0.634966,0.0819253,-0.227019,0.246369,
-1.64773,0.634966,0.173335,-0.0848678,0.208581,
-1.57884,0.634966,0.152589,-0.178502,0.244127,
-1.50996,0.634966,0.23007,-0.203512,0.380657,
-1.44107,0.634966,0.808764,-0.928418,1.28226,
-1.37218,0.634966,0.268979,-0.728351,0.787403,
-1.30329,0.634966,0.448755,-1.34712,1.42009,
-1.2344,0.634966,0.150369,-0.877773,0.89662,
-1.16551,0.634966,0.291509,-0.328246,0.443243,
-1.09662,0.634966,0.211298,-2.30526,2.31903,
-1.02773,0.634966,0.244175,-2.50236,2.5162,
-0.958841,0.634966,-0.276766,-1.6928,1.74515,
-0.889952,0.634966,-0.627966,-2.57841,2.65855,
-0.821062,0.634966,-1.0849,-2.25836,2.5179,
-0.752173,0.634966,-1.44537,-1.9832,2.45518,
-0.683284,0.634966,-1.06573,-1.35429,1.74391,
-0.614395,0.634966,-1.34896,-0.31487,1.41441,
-0.545505,0.634966,-2.00592,0.357502,2.06844,
-0.476616,0.634966,-1.84429,0.852951,2.04473,
-0.407727,0.634966,-1.60358,1.28751,2.08833,
-0.338837,0.634966,-1.34031,2.36846,2.86406,
-0.269948,0.634966,-2.19776,2.97793,3.70153,
-0.201059,0.634966,-1.4011,2.92671,3.2772,
-0.132169,0.634966,-0.370614,0.855442,1.18167,
-0.06328,0.634966,-0.450508,3.0923,3.15147,
0.00560927,0.634966,0.162474,3.77712,3.81013,
0.0744986,0.634966,0.414861,1.87231,1.93481,
0.143388,0.634966,1.36849,3.41097,3.67661,
0.212277,0.634966,1.28663,2.25237,2.60907,
0.281167,0.634966,0.632235,0.773769,1.01525,
0.350056,0.634966,1.17183,0.570887,1.31714,
0.418945,0.634966,1.17574,1.00451,1.54803,
0.487834,0.634966,1.59097,0.264986,1.61929,
0.556724,0.634966,2.8613,0.11587,2.88075,
0.625613,0.634966,1.95783,-0.839691,2.13648,
0.694502,0.634966,1.58817,-1.27508,2.04325,
0.763392,0.634966,0.901105,-1.01462,1.36013,
0.832281,0.634966,0.487331,-0.749928,0.894745,
0.90117,0.634966,0.452034,-1.08258,1.17562,
0.97006,0.634966,0.179185,-1.36871,1.3839,
1.03895,0.634966,-0.0377365,-1.45473,1.45526,
1.10784,0.634966,0.0646717,-1.28036,1.28742,
1.17673,0.634966,-0.0588227,-0.488659,0.494695,
1.24562,0.634966,0.0672002,-0.38403,0.467191,
1.31451,0.634966,-0.251344,-0.215315,0.46282,
1.3834,0.634966,-0.134086,-0.326625,0.36458,
1.45228,0.634966,-0.305311,-0.598049,0.677797,
1.52117,0.634966,-0.133168,-0.497202,0.519102,
1.59006,0.634966,-0.308313,-0.468566,0.56164,
-1.78551,0.677297,0.203862,-0.45157,0.506168,
-1.71662,0.677297,0.68904,-0.549885,0.893899,
-1.64773,0.677297,0.179329,-0.383886,0.44678,
-1.57884,0.677297,-0.0754651,-0.190842,0.333683,
-1.50996,0.677297,0.452611,-1.364,1.44136,
-1.44107,0.677297,0.156037,-0.497127,0.53808,
-1.37218,0.677297,0.269799,-0.757549,0.864484,
-1.30329,0.677297,0.538765,-1.67582,1.76157,
-1.2344,0.677297,-0.0602734,-1.72247,1.73109,
-1.16551,0.677297,0.197254,-2.00152,2.01214,
-1.09662,0.677297,0.0194043,-1.7973,1.80658,
-1.02773,0.677297,-0.132555,-1.401,1.42089,
-0.958841,0.677297,-0.479021,-2.41535,2.47582,
-0.889952,0.677297,-0.666468,-1.78006,1.90815,
-0.821062,0.677297,-0.923894,-1.7319,1.96961,
-0.752173,0.677297,-0.94196,-1.35133,1.66689,
-0.683284,0.677297,-1.05945,-0.902674,1.3926,
-0.614395,0.677297,-1.01203,-0.209147,1.03464,
-0.545505,0.677297,-2.04266,0.133482,2.05362,
-0.476616,0.677297,-1.75306,0.618336,1.89184,
-0.407727,0.677297,-1.00059,0.440846,1.09567,
-0.338837,0.677297,-1.23627,1.21427,1.74124,
-0.269948,0.677297,-1.54651,2.60672,3.03448,
-0.201059,0.677297,-1.08472,2.1565,2.42867,
-0.132169,0.677297,-1.01247,2.80507,2.98404,
-0.06328,0.677297,-0.242876,3.66455,3.68383,
0.00560927,0.677297,-0.30536,1.57815,1.71321,
0.0744986,0.677297,0.0353954,2.93606,2.94225,
0.143388,0.677297,1.38832,4.79961,4.99866,
0.212277,0.677297,1.51737,3.30806,3.64606,
0.281167,0.677297,1.32469,1.95332,2.37242,
0.350056,0.677297,0.456975,0.427544,0.626904,
0.418945,0.677297,1.95822,1.38169,2.41378,
0.487834,0.677297,2.15373,0.458853,2.20388,
0.556724,0.677297,1.42894,0.0954919,1.63794,
0.625613,0.677297,1.99294,-0.395389,2.03991,
0.694502,0.677297,2.14176,-0.675722,2.31098,
0.763392,0.677297,1.32613,-1.52154,2.01843,
0.832281,0.677297,1.09891,-1.53803,1.90827,
0.90117,0.677297,0.557329,-0.934612,1.09213,
0.97006,0.677297,0.339349,-0.840149,0.915088,
1.03895,0.677297,0.279359,-1.46877,1.52447,
1.10784,0.677297,0.602929,-1.73123,1.83376,
1.17673,0.677297,0.0107545,-0.970085,0.977103,
1.24562,0.677297,0.00853863,-0.778508,0.783928,
1.31451,0.677297,-0.0184361,-0.158349,0.160474,
1.3834,0.677297,-0.163698,-0.599966,0.626045,
1.45228,0.677297,-0.0471966,-0.708755,0.73591,
1.52117,0.677297,-0.434779,-0.629523,0.770607,
1.59006,0.677297,-0.0995945,-0.229448,0.312189,
-1.78551,0.719628,0.210638,-0.404563,0.493123,
-1.71662,0.719628,0.310181,-0.605655,0.686424,
-1.64773,0.719628,0.11187,-0.019785,0.115768,
-1.57884,0.719628,0.387131,-0.634328,0.746197,
-1.50996,0.719628,0.353455,-0.499435,0.909204,
-1.44107,0.719628,0.203055,-0.887971,0.914457,
-1.37218,0.719628,0.216022,-0.397648,0.540619,
-1.30329,0.719628,0.1746,-0.891162,0.912369,
-1.2344,0.719628,0.0205823,-0.904829,0.909263,
-1.16551,0.719628,-0.0371261,-0.827161,0.838554,
-1.09662,0.719628,-0.0315288,-1.89218,1.89256,
-1.02773,0.719628,-0.359583,-1.67311,1.7259,
-0.958841,0.719628,-0.686367,-2.05464,2.17513,
-0.889952,0.719628,-0.892541,-1.97515,2.16892,
-0.821062,0.719628,-1.29522,-1.09591,1.70344,
-0.752173,0.719628,-1.37986,-1.48319,2.06539,
-0.683284,0.719628,-1.2817,-0.946158,1.59457,
-0.614395,0.719628,-1.46322,-0.395455,1.52164,
-0.545505,0.719628,-1.89046,-0.103741,1.89397,
-0.476616,0.719628,-2.11899,0.687132,2.22853,
-0.407727,0.719628,-1.96956,1.69667,2.60304,
-0.338837,0.719628,-1.94055,2.45652,3.13072,
-0.269948,0.719628,-1.00584,1.55177,1.8676,
-0.201059,0.719628,-1.0459,2.24617,2.48827,
-0.132169,0.719628,-0.808976,2.73048,2.85341,
-0.06328,0.719628,0.547273,2.45339,2.53805,
0.00560927,0.719628,0.237467,2.92708,2.9716,
0.0744986,0.719628,0.603524,3.08414,3.1552,
0.143388,0.719628,0.574581,1.3697,1.48616,
0.212277,0.719628,1.19995,2.42156,2.70322,
0.281167,0.719628,1.73624,2.88155,3.37756,
0.350056,0.719628,1.74519,1.69991,2.44258,
0.418945,0.719628,2.30606,1.96953,3.03316,
0.487834,0.719628,1.81057,0.466563,1.89934,
0.556724,0.719628,0.744889,-0.109156,1.13514,
0.625613,0.719628,1.15521,-0.180676,1.22258,
0.694502,0.719628,1.40366,-0.638301,1.54616,
0.763392,0.719628,1.28405,-1.19528,1.7643,
0.832281,0.719628,1.28136,-1.18813,1.7531,
0.90117,0.719628,0.799526,-0.883211,1.22499,
0.97006,0.719628,0.332981,-0.592068,0.773748,
1.03895,0.719628,0.571897,-1.32846,1.45256,
1.10784,0.719628,0.291871,-0.689683,0.757766,
1.17673,0.719628,0.190365,-0.50684,0.548095,
1.24562,0.719628,0.075106,-0.362111,0.388327,
1.31451,0.719628,-0.122955,-1.00342,1.01115,
1.3834,0.719628,0.142696,-0.279459,0.396362,
1.45228,0.719628,-0.0355532,-0.696862,0.699352,
1.52117,0.719628,-0.0989829,-0.474476,0.493996,
1.59006,0.719628,-0.109585,-0.395899,0.414063,
-1.78551,0.761959,0.0627814,-0.24745,0.259839,
-1.71662,0.761959,0.114291,-0.245666,0.335293,
-1.64773,0.761959,-0.0952373,0.109517,0.225438,
-1.57884,0.761959,0.128028,-0.125006,0.202059,
-1.50996,0.761959,0.177099,-0.269666,0.351885,
-1.44107,0.761959,0.137459,-0.541535,0.580356,
-1.37218,0.761959,0.179,-0.495294,0.544105,
-1.30329,0.761959,0.165162,-1.0051,1.028,
-1.2344,0.761959,-0.0707619,-1.66397,1.66563,
-1.16551,0.761959,-0.174102,-1.17728,1.24695,
-1.09662,0.761959,-0.152034,-1.64655,1.65449,
-1.02773,0.761959,-0.422147,-1.51696,1.57763,
-0.958841,0.761959,-0.249812,-0.218975,0.339399,
-0.889952,0.761959,-0.802919,-0.175675,0.839252,
-0.821062,0.761959,-0.492813,-0.636699,0.806261,
-0.752173,0.761959,-1.93138,-1.49226,2.44243,
-0.683284,0.761959,-2.64562,-0.629789,2.72393,
-0.614395,0.761959,-1.45735,-0.321457,1.50134,
-0.545505,0.761959,-1.87143,0.237281,1.92326,
-0.476616,0.761959,-2.35334,1.16659,2.63218,
-0.407727,0.761959,-1.63204,1.15913,2.00458,
-0.338837,0.761959,-1.78211,2.08605,2.74651,
-0.269948,0.761959,-1.44278,3.69915,3.99047,
-0.201059,0.761959,-0.743636,2.40131,2.51963,
-0.132169,0.761959,-0.680877,2.35474,2.45562,
-0.06328,0.761959,-0.266353,2.64773,2.66193,
0.00560927,0.761959,0.153122,2.52806,2.5338,
0.0744986,0.761959,0.471032,2.30276,2.35295,
0.143388,0.761959,0.564874,1.34515,1.46113,
0.212277,0.761959,1.0367,2.24669,2.48614,
0.281167,0.761959,1.55721,3.32585,3.67467,
0.350056,0.761959,1.93982,1.84804,2.67985,
0.418945,0.761959,1.77978,1.28066,2.20041,
0.487834,0.761959,0.817412,0.338103,0.886742,
0.556724,0.761959,0.818327,-0.0998835,0.861945,
0.625613,0.761959,0.788456,0.465993,1.04127,
0.694502,0.761959,0.531683,0.171474,0.576312,
0.763392,0.761959,1.17951,-0.789894,1.42007,
0.832281,0.761959,1.12321,-0.931071,1.46952,
0.90117,0.761959,0.942024,-1.54815,1.81503,
0.97006,0.761959,0.565114,-0.905806,1.07771,
1.03895,0.761959,0.155623,-0.317905,0.354776,
1.10784,0.761959,0.391352,-0.692501,0.802673,
1.17673,0.761959,0.041194,-0.357193,0.367122,
1.24562,0.761959,0.109453,-0.698017,0.722499,
1.31451,0.761959,-0.101164,-0.872175,0.881961,
1.3834,0.761959,0.0125843,-0.125765,0.128325,
1.45228,0.761959,-0.00316917,-0.562192,0.565464,
1.52117,0.761959,-0.125131,-0.399883,0.419297,
1.59006,0.761959,-0.103856,-0.432757,0.451901,
-1.78551,0.80429,0.0811554,-0.148283,0.169418,
-1.71662,0.80429,0.291007,-0.505795,0.585327,
-1.64773,0.80429,-0.00996219,-0.323627,0.325984,
-1.57884,0.80429,0.470243,-1.30151,1.38448,
-1.50996,0.80429,-0.00149313,0.083996,0.74156,
-1.44107,0.80429,-0.111546,-0.337623,0.36439,
-1.37218,0.80429,0.196004,-1.17246,1.19457,
-1.30329,0.80429,0.115638,-0.78892,0.798797,
-1.2344,0.80429,-0.106075,-1.22315,1.25022,
-1.16551,0.80429,-0.246279,-0.763421,0.805834,
-1.09662,0.80429,-0.244777,-1.18826,1.21772,
-1.02773,0.80429,-0.457785,-1.58182,1.64678,
-0.958841,0.80429,-0.479356,-0.849683,0.99453,
-0.889952,0.80429,-0.49856,-0.590962,0.780645,
-0.821062,0.80429,-0.961235,-0.980453,1.38108,
-0.752173,0.80429,-1.4784,-0.731902,1.66836,
-0.683284,0.80429,-1.73194,-0.542671,1.83597,
-0.614395,0.80429,-1.44454,-0.32885,1.48459,
-0.545505,0.80429,-2.42417,0.482831,2.47698,
-0.476616,0.80429,-1.92982,0.672142,2.04444,
-0.407727,0.80429,-1.6848,1.34409,2.16016,
-0.338837,0.80429,-1.12497,1.32413,1.7399,
-0.269948,0.80429,-1.01337,1.64873,1.96039,
-0.201059,0.80429,-0.50596,1.08304,1.19699,
-0.132169,0.80429,-0.482,1.57514,1.64769,
-0.06328,0.80429,-0.165463,0.541213,0.568327,
0.00560927,0.80429,0.166898,2.10959,2.11886,
0.0744986,0.80429,0.419816,3.15394,3.18375,
0.143388,0.80429,0.317244,0.492337,0.592063,
0.212277,0.80429,1.38208,3.39586,3.67273,
0.281167,0.80429,1.1463,1.72039,2.07015,
0.350056,0.80429,0.875473,0.992966,1.32864,
0.418945,0.80429,1.7899,1.34886,2.24778,
0.487834,0.80429,1.41773,0.525799,1.51637,
0.556724,0.80429,1.87957,0.419108,1.93299,
0.625613,0.80429,1.51813,0.136364,1.59677,
0.694502,0.80429,1.83727,-0.57516,1.93156,
0.763392,0.80429,1.08545,-0.572556,1.24838,
0.832281,0.80429,0.934709,-0.659035,1.16231,
0.90117,0.80429,0.998965,-0.927849,1.37631,
0.97006,0.80429,0.400658,-0.563798,0.695583,
1.03895,0.80429,0.473875,-0.915773,1.03162,
1.10784,0.80429,0.208804,-0.692458,0.723256,
1.17673,0.80429,0.017022,-0.335404,0.370703,
1.24562,0.80429,0.0316629,-0.596921,0.600028,
1.31451,0.80429,0.108415,-0.957354,0.963556,
1.3834,0.80429,0.137005,-0.690648,0.70421,
1.45228,0.80429,0.0144962,-0.453525,0.455502,
1.52117,0.80429,-0.145093,-0.692631,0.707682,
1.59006,0.80429,-0.151111,-0.558109,0.579616,
-1.78551,0.846622,0.0752738,-0.394321,0.421859,
-1.71662,0.846622,0.0396229,-0.140458,0.252361,
-1.64773,0.846622,0.104128,-0.516605,0.660029,
-1.57884,0.846622,-0.0340796,-0.298059,0.368785,
-1.50996,0.846622,-0.00784615,-0.159328,0.211698,
-1.44107,0.846622,0.185575,-1.0688,1.08479,
-1.37218,0.846622,0.144091,-1.54295,1.55012,
-1.30329,0.846622,-0.0338189,-1.03286,1.04568,
-1.2344,0.846622,-0.396956,-1.38932,1.44515,
-1.16551,0.846622,-0.348796,-0.978923,1.03922,
-1.09662,0.846622,-0.597287,-1.77842,1.87953,
-1.02773,0.846622,-0.585829,-0.848496,1.03612,
-0.958841,0.846622,-0.725263,-1.22537,1.42819,
-0.889952,0.846622,-0.879015,-1.06213,1.38793,
-0.821062,0.846622,-0.562906,-0.295645,0.651848,
-0.752173,0.846622,-1.158,-0.781491,1.40035,
-0.683284,0.846622,-1.90277,-0.488173,1.97673,
-0.614395,0.846622,-2.13196,-0.264434,2.14831,
-0.545505,0.846622,-2.32882,0.337082,2.3665,
-0.476616,0.846622,-1.23664,0.533633,1.35794,
-0.407727,0.846622,-2.25099,1.95805,2.9835,
-0.338837,0.846622,-0.940354,1.303,1.60706,
-0.269948,0.846622,-1.80864,2.62296,3.18787,
